,title,rating,date,review
1257,Avis Monabanq #7,"3,8 sur 5 étoiles",(Évaluation de Anonyme le 17/08/2021),"J'entends pas mal d'avis négatifs sur cette banque pourtant je n'ai jamais eu de soucis avec Monabanq. Le service clientèle m'a toujours répondu rapidement et a su me venir en aide lorsque j'en avais besoin.J'ai pour ma part ouvert un compte qui coûte deux euros par mois et reçu une carte visa totalement gratuite. Après cela on m'a fait parvenir un cashback d'une valeur de 60 euros au lieu de 100. Cette démarche m'a pris un peu de temps à effectuer comme lors de mon inscription sur cette plateforme.Mais cela se fait vite oublier grâce à la gentillesse du personnel de cette banque qui saura vous aider selon votre problème.Finalement, le souci fut vite réglé et j'ai bien reçu le cashback de 100 euros.Tout fonctionne correctement jusqu'ici. Je suis pour le moment satisfait."
1258,Avis Monabanq #6,"4,3 sur 5 étoiles",(Évaluation de Anonyme le 31/03/2021),"Je suis Cliente Monabanq depuis 2 ans.Je n'ai jamais eu aucun souci avec cette banque en ligne. Les prix de fonctionnement classique sont très bas, en revanche certaines opérations spéciales sont très souvent onéreuses. L'interface en ligne est très simple d'utilisation et intuitif.Toutes les opérations peuvent être directement réalisées depuis l'espace client."
1259,Avis Monabanq #5,5 sur 5 étoiles,(Évaluation de Anonyme le 14/02/2021),"J'ai ouvert un Livret A auprès de Monabanq en 2019 dans l'espoir de simplifier mes démarches bancaires, et j'en suis jusqu'ici pleinement satisfaite !Dès l'ouverture du contrat, tout m'a semblé bien plus simple qu'avec une banque traditionnelle. Un livret provisoire a été ouvert dans l'attente des vérifications nécessaires au dossier, j'ai donc pu commencer à préparer mon épargne.J'apprécie la simplicité d'utilisation du site et de l'application mobile. J'avais quelques craintes sur la sécurité, mais le tout semble tout à fait correct. On me demande régulièrement de confirmer mon identité.Autre point très important pour moi, les délais de transfert entre mon livret et mon compte courant (dans une autre banque) sont très courts. C'est un véritable confort face aux imprévus.Je n'ai pour le moment pas eu besoin de contacter le service client, mais j'apprécie d'avoir la possibilité de tout gérer à distance, sans prendre rendez-vous en agence avec un conseiller. Un peu déçue par le système de banques traditionnelles, j'envisage même de transférer mon compte courant chez Monabanq."
1260,Avis Monabanq #4,"4,7 sur 5 étoiles",(Évaluation de Anonyme le 07/01/2021),"Je suis titulaire depuis quelques mois d'un compte auto-entrepreneur chez Monabanq et j'en suis pour l'heure pleinement satisfait. Ce n'est pas un compte professionnel (il n'y a pas de prêt de trésorerie possible), mais cette option est particulièrement pratique car les frais sont moins coûteux et l'ouverture du compte est réalisable sans condition de revenus.L'étape de l'ouverture du compte, notamment à cause de la validation des différents documents, est un peu lente (une dizaine de jours). Cependant un appel au service client a permis d'accélérer le processus.L'utilisation de ce compte bancaire est simple et fluide, la possibilité de créditer des chèques en ligne grâce au bordereau numérique est très pratique et me fait gagner un temps précieux. L'absence d'agence physique ou de conseiller attitré n'est pas un problème dans mon cas."
1261,Avis Monabanq #3,"4,0 sur 5 étoiles",(Évaluation de Anonyme le 01/10/2020),"J'ai souscrit à un compte bancaire Monabanq dans le cadre de mon activité d'auto-entrepreneur (je recherchais activement une banque proposant ce service).L'ouverture fut très simple à mettre en place car tout est dématérialisé. Pour preuve, je l'ai même réalisé depuis mon smartphone. Ensuite, dès lors que j'ai transmis les documents requis (justificatifs, SIREN etc), mon compte fut validé et la carte envoyée quelques jours plus tard. Aucune difficulté spécifique ne fut éprouvée à ce stade-là.Je ne suis pas du tout déçu par le service. J'utilise assez peu le compte, seulement pour la trésorerie. Donc, à ce jour, il remplir parfaitement son rôle. Niveau améliorations, je soulignerais simplement l'ergonomie de l'application qui ne me semble pas toujours très fluide.Enfin, ne j'ai encore jamais eu recours au service clientèle, que ce soit par écrit ou par voie téléphonique."
1262,Avis Monabanq #2,"4,0 sur 5 étoiles",(Évaluation de Anonyme le 20/07/2020),"Client de Monabanq depuis quelques mois, je n’ai que des avis positifs sur cette dernière. D’abord, ce qui m’a poussé à opter pour cette banque est que 92% de ses clients la recommandent. Je n’ai donc pas hésité à me lancer. Il s’agit de l’une des meilleures banques en ligne que je connaisse. La Monabanq propose des offres exceptionnelles sans conditions de revenus. Par ailleurs, après mon enregistrement, j’ai eu droit à une carte et des services bancaires à partir de deux (2) € par mois. C’était génial !La Monabanq fonctionne généralement en ligne. Aussi, les différents services qu’elle fournit s’articulent autour de trois points essentiels :- L’accessibilité- La praticité- Une meilleure qualité de service (application mobile)Pour mieux satisfaire sa clientèle, la banque a mis à disposition le réseau d’agences CIC. Pas de frais de tenues de comptes ni de conditions d’entrées.Mon expérience à Monabanq a été globalement fantastique. J’ai été séduit par la disponibilité, la réactivité et la politesse du service client au téléphone. Je conseille vivement cette banque en ligne."
1263,Avis Monabanq #1,5 sur 5 étoiles,(Évaluation de Camille le 25/06/2020),"J'ai ouvert un compte auto-entrepreneur chez Monabanq il y a environ un an. La demande d'ouverture de compte s'est fait rapidement et complètement en ligne, et j'ai reçu mes identifiants d'accès sous quelques jours par courrier postal. C'est appréciable de ne pas devoir batailler avec une banque, il m'a juste suffit d'envoyer les documents nécessaires au dossier, et pas besoin de contact supplémentaire avec un conseiller.J'ai comparé quelques banques en lignes avant de me décider, et je trouve que les frais mensuels chez Monabanq sont plus que raisonnables (7 euros par mois pour ma part, sans carte bancaire) par rapport à d'autres. En plus, je bénéficie des mêmes avantages qu'avec une banque classique, c'est-à-dire que je peux déposer mes chèques ou espèces si besoin au guichet d'une banque CIC, ce qui facilite quand même nettement les opérations.En bref, depuis le temps que je suis chez eux, je n'ai rencontré aucun problème."
1264,Avis Qonto #19,"4,8 sur 5 étoiles",(Évaluation de Anonyme le 17/06/2022),"J'ai ouvert ma société et j'ai fait appel aux services de Qonto. La banque est top et propose une bonne interface de gestion du compte bancaire. L'assistance clientèle en ligne par chat est pratique, moi qui déteste être au téléphone c'est plutôt simple et en plus le délai de réponse est rapide. J'avais une question sur un changement à faire dans mon dossier et on m'a répondu en quelques minutes. Bref, Qonto est une banque fiable avec une plateforme fluide et simple d'utilisation."
1265,Avis Qonto #18,"4,3 sur 5 étoiles",(Évaluation de Chiara le 05/04/2022),"Depuis près de deux ans maintenant, j'utilise Qonto et je ne peux que recommander cette nouvelle néobanque. Après avoir téléchargé l'application, je n'ai eu qu'à saisir mon numéro de téléphone portable, mon nom, ma date de naissance et mon adresse électronique. J'ai ensuite présenté mon passeport pour vérifier mon compte. Enfin, il était temps de faire mon premier dépôt. La première chose qui m'a impressionnée lorsque je me suis inscrite, c'est la facilité de navigation de l'application. La conception est bien pensée et bien structurée. Depuis que je suis utilisateur de Qonto, je paie en euros et en dollars américains dans de nombreux magasins en ligne. J'ai différentes devises sur mon compte et je peux envoyer de l'argent à ma famille en Italie. De plus, si j'ai des problèmes pour recevoir de l'argent, le personnel du service clientèle m'aide toujours."
1266,Avis Qonto #17,"4,8 sur 5 étoiles",(Évaluation de Thomas le 08/03/2022),Vraiment très satisfait de Qonto malgré quelques limites : les encaissement de chèques sont un peu longs et fastidieux; on ne peux pas transférer le liquide de la caisse vers le compte. Globalement c'est une banque simple efficace et pas chère.
1267,Avis Qonto #16,"4,8 sur 5 étoiles",(Évaluation de Thomas le 07/03/2022),Je suis chez Qonto pour mon entreprise : c'est très bien. Il faut connaitre les limites : La gestion des chèques est un peu contraignante mais rapide. La gestion du liquide n'existe pas.
1268,Avis Qonto #15,"2,6 sur 5 étoiles",(Évaluation de Peponne le 14/02/2022),"Je suis client chez quonto depuis 05/2020. Le délai des chèques est trop long pour les artisans des métiers manuels (couvreur, maçon, plombier....) généralement payés par chèque à 80% et 26 jours d'attente pour l'encaissement selon la date d'envoi. C'est vrai quonto ne coûte pas cher mais ralentit votre entreprise."
1269,Avis Qonto #14,"4,3 sur 5 étoiles",(Évaluation de Anonyme le 04/02/2022),"J'ai eu l'occasion d'ouvrir un compte bancaire chez Qonto car ma fille venant d'être majeure, elle a souhaité posséder sa propre carte bancaire. J'ai fait appel à un comparateur bancaire sur Internet pour trouver la meilleure offre commerciale. C'est grâce à ce comparateur que je suis tombé sur l'organisme Qonto qui propose des comptes bancaires pour les jeunes. Je lui ai donc souscrit un compte bancaire simple avec la carte bancaire Black, qui est un compte sécurisé pour lequel une application mobile est disponible. L'ouverture du compte bancaire m'a pris une quinzaine de minutes et elle a nécessité les documents d'identité habituels demandés par les organismes bancaires. Je n'ai contacté le service client qu'une seule fois pour obtenir des précisions sur les autres offres Qonto. Le seul bémol que j'ai pu constater était le délai d'attente, légèrement long."
1270,Avis Qonto #13,5 sur 5 étoiles,(Évaluation de Anonyme le 21/01/2022),"Lors du choix de ma néo banque, j'ai eu l'occasion de comparer les différents services qui se présentaient à moi sur le web. Ma décision s'est portée vers Qonto, pour leur sérieux et la bonne réputation de leur service. Je possède aujourd'hui un compte professionnel Qonto ( aussi disponible pour les particuliers ) et j'en suis pleinement satisfait. La rapidité d'ouverture de mon compte bancaire Qonto m'a satisfait, car j'y ai passé moins d'une dizaine de minutes, et j'ai par la suite pu recevoir dans un délai rapide ma carte bancaire "" Black édition "" ainsi qu'un livret d'accueil et d'accompagnement.Toutes les fonctionnalités d'une néo banque sont disponibles, ainsi qu'une application web pour vous permettre de gérer vos comptes et vos virements depuis votre téléphone mobile. Le prix d'un compte bancaire se situe aux alentours d'une dizaine d'euros par an. Le service client Qonto à la réputation d'être très réactif, bien que, à ce jour je n'ai pas eu l'occasion de les contacter."
1271,Avis Qonto #12,5 sur 5 étoiles,(Évaluation de Anonyme le 16/12/2021),"Je suis cliente chez Qonto depuis près d'un an, dans le cadre de mon activité professionnelle indépendante. L'adhésion à ce service bancaire est très simple. Tout se fait grâce à son smartphone. Ce qui représente un gain de temps indéniable. Les frais mensuels sont raisonnables.Au niveau de la gestion quotidienne de mes comptes, l'interface web est très intuitive et conviviale. J'apprécie également le fait de recevoir des notifications sur mon mobile lorsque que je programme un virement ou lorsque je reçois une somme d'argent. Autre bonus : le système de parrainage. J'ai dernièrement recommandé Qonto à une connaissance. En résumé, je recommande fortement cette néo-banque pour sa simplicité d'utilisation, ses coûts modérés et ses offres commerciales intéressantes."
1272,Avis Qonto #11,5 sur 5 étoiles,(Évaluation de Anonyme le 21/11/2021),"Si comme moi vous êtes un entrepreneur pressé, en quête de simplicité, de clarté et de transparence, je vous conseille de vous intéresser à la banque en ligne Qonto.Tout d’abord, l’interface du site est très intuitive. Elle permet d’ouvrir un compte professionnel en quelques clics sans aucune difficulté.Ensuite, en tant que créateur d’une SARL, je trouve très appréciable la possibilité de déposer son capital social en ligne. De plus, recevoir le certificat de dépôt en à peine 3 jours, permet de finaliser l’immatriculation de son entreprise en un temps record. Et au niveau du coût, Qonto se positionne bien en dessous des comptables que j’avais interrogés. L’application mobile est quant à elle très facile à utiliser. Elle permet notamment de numériser les factures, et cerise sur le gâteau, de détecter automatiquement la TVA. Pour finir, j’ajouterai que le service clientèle est extrêmement réactif. Que cela soit par mail ou par chat, j’ai obtenu en un temps record toutes les réponses à mes questions."
1273,Avis Qonto #10,"3,3 sur 5 étoiles",(Évaluation de Anonyme le 16/11/2021),"J'ai eu plusieurs mauvaises surprises avec Qonto.Tout d'abord, j'ai encaissé un chèque de banque qui a pris trois semaines pour arriver sur mon compte ! Un chèque de banque est tout ce qu'il y a de plus fiable, il me semble. Après, j'ai effectué un paiement avec une carte virtuelle Qonto et celui-ci a été refusé. Mais mon compte a tout de même été débité du montant durant deux semaines. Ce n'est vraiment pas normal ! Je regrette vraiment mon ancienne banque (la Banque Postale) qui offrait finalement des conditions et des services bien meilleurs. Je suppose que Qonto utilise l'argent de ses clients avant de leur restituer, c'est pour cela que les délais sont aussi longs !"
1274,Avis Qonto #9,5 sur 5 étoiles,(Évaluation de Anonyme le 02/11/2021),"Lorsque j'ai créé ma première société, j'ai choisi la néobanque Qonto pour ouvrir un compte professionnel. J'ai tout de suite été séduite par le concept : une banque en ligne faite pour les entrepreneurs, simple d'utilisation et à un prix très compétitif par rapport aux banques traditionnelles. Je me suis sentie bien accompagnée, notamment concernant les démarches d'ouverture du compte. J'étais prévenue par email afin de suivre les différentes étapes et cela a été plutôt rapide. Une fois mon compte bancaire ouvert, j'ai su rapidement prendre en main l'interface en ligne. Je pouvais classer mes dépenses (maintenant, cela se fait automatiquement grâce à l'historique) mais aussi synchroniser facilement mon compte bancaire avec mon logiciel de comptabilité.C'est un gain de temps énorme pour un entrepreneur pour gérer ses finances ! Enfin, je trouve leur service client réactif. Quand j'ai besoin, j'envoie un email et j'ai tout de suite une confirmation de réception et un temps moyen de réponse indiqué. Tout est tracé et suivi, c'est agréable. Pour conclure, je suis satisfaite et recommande cette banque qui sait prendre soin de ses clients."
1275,Avis Qonto #8,"4,0 sur 5 étoiles",(Évaluation de Anonyme le 25/10/2021),"Je trouve que Qonto est une néo banque qui propose des offres complètes aux professionnels selon leur taille. Avec le compte pro, l'achat et la réception de paiements se déroule rapidement et de manière sécurisée. Étant donné que je suis un chef d'entreprise, je peux dire que Qonto est une banque aussi adaptée aux entrepreneurs. Le compte pro est une alternative flexible et transparente.Qonto est une plateforme crédible. L'équipe est notamment disponible régulièrement pour répondre aux questions des clients. Avec cette banque, il n'existe pas de frais cachés,ni de commissions. La plateforme propose plusieurs moyens de paiements pour recevoir et effectuer des achats de par le monde entier.Comme la plupart des néo banques, Qonto, privilégie des services exclusivement via mobile. Je trouve son application très utile car elle me simplifie la tâche. Je gère dorénavant mon compte à partir de mon smartphone."
1276,Avis Qonto #7,"4,0 sur 5 étoiles",(Évaluation de Léa le 19/10/2021),"Je suis cliente chez Qonto depuis leurs début en 2017 et je dois dire que je n'ai jamais été déçue. J'ai pu créer mon entreprise rapidement grâce à leur système de dépôt de fonds entièrement dématérialisé. En trois clics mon compte pro était ouvert et j'ai pu démarrer mon business très vite.Au moindre problème j'ai toujours pu avoir une réponse rapide du service clientèle. Leurs interventions sont toujours pertinentes et adaptées à nos problématiques. Ils sont également de bon conseils pour des questions plus généralistes de gestion.Enfin, le module d'utilisation est très ergonomique et pratique. La gestion des comptes se fait en un clin d'œil et la possibilité d'intégration du module dans un logiciel de comptabilité facilite la gestion au quotidien.En ce qui concerne les tarifs, ils sont très honnêtes à mon sens et c'est en parti ce qui m'a poussé à ouvrir mon compte chez eux. Je recommande vivement."
1277,Avis Qonto #6,"4,5 sur 5 étoiles",(Évaluation de Anonyme le 20/09/2021),"Je suis devenu un grand fan de Qonto et nous utilisons le compte professionnel pour notre SARL. Désormais, vous pouvez créer plusieurs sous-comptes, chacun avec son propre numéro IBAN, en quelques clics seulement. C'est super pratique, on l'utilise pour créer des réserves fiscales par exemple. Dans l'ensemble, le produit est très bien conçu avec des fonctionnalités utiles telles que les transferts collectifs via CSV (pour les salaires), les cartes de crédit multiples avec des budgets différents qui peuvent être affectés à différents sous-comptes. Ou de petits gadgets comme l'intégration de Slack.Le service clientèle est très bon et rapide à joindre."
1278,Avis Qonto #5,"4,5 sur 5 étoiles",(Évaluation de Anonyme le 30/08/2021),"Après quelques recherches sur le net, je suis tombé sur cette plateforme : Qonto. Sur cette plateforme, tout est facile, les manipulations sont évidentes et ne prennent pas de temps à s'effectuer. Si vous avez une quelconque question à leur poser à propos de leur plateforme, ils vous répondront très rapidement et ne vous laisseront pas seul.La carte bancaire Qonto est valable dans tous les pays, c'est un avantage considérable. En résumé, je n'ai pas trouvé mieux que Qonto !Je suis pour ma part donc très satisfait des services offerts par cette plateforme. Je n'ai rien à leur reprocher, tout est toujours impeccable. Leur équipe service clientèle étant très réactive, vous n'aurez jamais de réels ennuis. Je recommande Qonto à chacun d'entre vous. Cette plateforme est tout simplement géniale."
1279,Avis Qonto #4,"4,5 sur 5 étoiles",(Évaluation de Anonyme le 14/02/2021),"Ouvrir mon compte chez Qonto a été un jeu d'enfant.Une interface simple d'utilisation dont le seul bémol, est la visibilité de la fonction ""se connecter"". Déplier le menu déroulant en haut à droite, pour y accéder ne me vient pas intuitivement. Habituée à d'autres plateformes je suis toujours à la recherche de la touche ""espace client"". Mais pour tout le reste je suis ravie, car Qonto me propose toutes les fonctionnalités d'une banque classique. Quant au service clientèle, ce dernier facilement accessible et très aimable, m'a parfaitement guidée pour la résolution de mon problème.Qonto propose même un abonnement gratuit les premiers mois pour les partenaires d'Adie, ce qui est mon cas et cela a été fort appréciable. Au début on a bien besoin d'un petit coup de pouce et pour cela on peut compter sur Qonto !"
1280,Avis Qonto #3,5 sur 5 étoiles,(Évaluation de Anonyme le 28/01/2021),"Cela fait presque un an que j'utilise Qonto pour ma micro entreprise. J'ai choisi cette banque car elle propose un IBAN Français et je trouvais ça plus facile pour les échanges financiers avec mes différents clients.J'ai trouvé que l'inscription sur la plateforme s'est faite très facilement.Après avoir joint les pièces d'identité demandées, j'ai pu avoir accès à mon compte bancaire en moins de 48h.Ensuite, j'ai demandé à recevoir ma carte bancaire à mon domicile. Il y a eu à ce moment là un peu de retard dans les délais de livraison (10 jours) mais cela a été quand même relativement rapide.Avec mon espace personnel, j'ai accès à toutes les fonctionnalités dont j'ai besoin. Ce que j'apprécie particulièrement, c'est de pouvoir organiser ma comptabilité au fil de l'eau, en ajoutant au fur et à mesure mes justificatifs à chaque fois que je reçois un paiement ou que j'effectue un achat."
1281,Avis Qonto #2,"4,8 sur 5 étoiles",(Évaluation de Nadège le 19/10/2020),"Voilà plus de trois ans que j'ai ouvert un compte pro Qonto.Récemment, les plus anciens clients se sont vus proposés une nouvelle carte, plus solide, plus moderne, plus sûre. La transition s'est opérée très naturellement, sans aucune interruption des services.Il est vrai que j'attends avec intérêt une offre de crédit (en cours de développement) mais en dehors de ce petit manque, je suis vraiment ravie d'avoir choisi Qonto pour gérer les finances de ma micro-entreprise.L'inscription, déjà à l'époque, a été rapide mais surtout très simple. Je me sers de mon interface de gestion très régulièrement et n'ai rencontré aucun problème jusqu'à présent. De plus, la sécurité est au centre des préoccupations de Qonto, cela me rassure au quotidien, tout comme l'efficacité du service client.J'ai eu besoin d'eux lors d'un déménagement notamment et chaque fois, j'ai obtenu une réponse pertinente, rapidement. Les demandes sont traitées en seulement quelques heures, ils sont très efficaces."
1282,Avis Qonto #1,5 sur 5 étoiles,(Évaluation de Anonyme le 03/10/2020),"Je ne peux que vous recommander les services de Qonto ! Cette banque en ligne qui s'adresse majoritairement aux freelances et indépendants a entièrement su répondre à mes attentes :Rapidité et facilité : les documents d'ouverture de compte (carte d'identité, documents d'entreprise, etc.) envoyés le matin ont été validés dans l'après-midi, même jour ;IBAN français : cela peut paraître surprenant, mais la première banque auprès de laquelle je m'étais inscrite m'avait communiqué un IBAN allemand (la banque, certes Allemande était pourtant bien implantée en France). Or cet IBAN allemand ne passait pas sur le mandat de prélèvement du Service des Impôts des Entreprises. Heureusement, Qonto propose l'IBAN français ;Prélèvements : comme évoqué à l'instant, les mandats de prélèvements (URSSAF, Service des Impôts des Entreprises, etc.) peuvent être directement soumis en se connectant à son compte. Pas besoin d'écrire un email au service client, le tout se réalise en ligne en trois clics à peine ;SWIFT : Qonto est passé aux versements SWIFT depuis peu. Je peux donc facilement recevoir les paiements de mes clients hors UE (en ce qui me concerne, j'ai des clients au Canada). Je suis plus que ravie de ne plus me faire plumer par une certaine plateforme de paiement en ligne qui procède à des frais de transaction exagérés ;Frais: je possède l'abonnement Solo, c'est le moins cher de tous il me semble. Il me revient à 9 euros par mois. Je trouve ce prix très honnête compte tenu du fait que je peux réaliser jusqu'à 20 virements ou prélèvements par mois pour zéro euro supplémentaire."
1283,Avis AXA #17,"2,6 sur 5 étoiles",(Évaluation de Anonyme le 18/06/2022),Points positifs :- Interface du site ergonomique- Les déblocages des crédits immobiliers sont rapidesPoints négatifs :- le service client ne répond pas aux mails envoyés par la messagerie. Personnellement j'ai 3 messages envoyés début février sans réponse.- réception de courrier menaçant de clôture de compte alors que les justificatifs sont envoyés et que le site indique que tout est à jour.La banque vient de changer son système informatique. J'ose espérer que ce n'est qu'une mauvaise passe pour eux et qu'ils vont enfin s'occuper de leurs clients.
1284,Avis AXA #16,"2,0 sur 5 étoiles",(Évaluation de Anonyme le 02/03/2022),"Il y avait Axa avant et Axa maintenant en 2022. Autrefois, une gestion humaine, une comptabilité efficace, des virements effectués et maintenant une gestion catastrophique: standard au Maghreb, pas de réponses aux mails, des virements programmés et non effectués, une visa ne fonctionnant pas, des opérations inaccessibles."
1285,Avis AXA #15,"1,8 sur 5 étoiles",(Évaluation de Seb le 17/02/2022),"Une banque impossible à joindre, qui ne se soucie pas de ses clients. Pas de réponse téléphonique, plus d'un mois pour répondre à un mail. Ils m'ont facturés 12€ de frais à cause de leur nouvelle organisation. Ils s'en excusent mais refusent de faire un geste commercial."
1286,Avis AXA #14,"2,5 sur 5 étoiles",(Évaluation de Evelyne le 13/02/2022),"Je fais un devis auto avant la commande et quatre mois après la livraison du véhicule il y a 25% augmentation. Une fois que le contrat est signé, on fait quoi ? Il n´y a personne pour expliquer cette augmentation."
1287,Avis AXA #13,"2,4 sur 5 étoiles",(Évaluation de Daphnée le 21/01/2022),"Depuis janvier 2022 c'est la cata ! Bugg sur bugg pour l'appli qui bloque tout accès y compris sur l'ordi, du temps perdu au tel pour réactiver quand on arrive à avoir quelqu'un, 48h maintenant pour création bénéficiaire et virement, le site est nettement moins bien qu'avant, n°compte changé, RIB changé, Identifiant changé. Cliente depuis 25 ans (Banque Directe à l'origine) j'ai décidé de changer de banque."
1288,Avis AXA #12,"2,0 sur 5 étoiles",(Évaluation de Yan le 06/01/2022),"Depuis ce 4 janvier 2022, Axa Banque a modifié son système informatique et changé les identifiants de connexion de tous ses clients, sauf que beaucoup ne les ont pas reçus et ne peuvent plus accéder à leur compte depuis maintenant 48 heures. Quant au numéro téléphonique ""d'accompagnement pour se connecter sur votre nouvel espace client"", de 08:00 à 20:00, ""tous les conseillers sont en ligne"" puis le serveur vocal interrompt systématiquement la communication. Résultat : les clients ne peuvent plus accéder à leur argent, faire des virements internes ou toute action urgente. Fidèle client depuis 1995, je suis bloqué par ma banque et je ne trouve aucune aide, les message laissés sur leur site internet restant sans réponse et donc sans solution."
1289,Avis AXA #11,5 sur 5 étoiles,(Évaluation de Anonyme le 01/12/2021),"Vraiment, la banque qui m'apporte le plus de satisfaction ! Frais ultra réduits, site très agréable à utiliser et rapide, possibilité de tout gérer par soi-même, réactivité des conseillers, rapidité d'envoi des chéquiers,... tout est parfait. Tout le confort d'une banque en ligne allié au professionnalisme des conseillers. Je recommande les yeux fermés. J'ai d'ailleurs plusieurs fois parrainé, preuve de ma satisfaction."
1290,Avis AXA #10,"2,2 sur 5 étoiles",(Évaluation de Anonyme le 07/09/2021),"AXA NON FIABLE !Achat pour 7 personnes de pass+ hôtel+repas et ASSURANCE AXA pour le FUTUROSCOPE. Suite à un décès, annulation.Depuis aucun remboursement et simplement des demandes de justificatifs encore et encore...Pourquoi prendre une assurance sinon pour avoir des tracas supplémentaires. Je doute de la fiabilité de cet assureur...Plus de 1 mois et aucun remboursement reçu !impossible de joindre le service responsable."
1291,Avis AXA #9,"2,0 sur 5 étoiles",(Évaluation de Henri le 06/02/2021),"D’autres Banques en Ligne sont gratuites pour tous les services essentiels (dont la carte sans condition), avec un support Client de meilleure qualité et une meilleure réactivité.Sans réponse à différentes réclamations (temps de réception de chéquier, temps d'accès au compte suite à blocage - sans doute tentative de piratage extérieure)… J'en suis parti et en suis très satisfait !"
1292,Avis AXA #8,"3,8 sur 5 étoiles",(Évaluation de Anonyme le 15/01/2021),"En 2018 j''ai ouvert un compte courant classique ainsi qu'un livret rémunéré nommé AXA Banque.L'inscription s'est déroulée en ligne et sans encombre. Une fois que j'ai transmis les pièces justificatives, l'ouverture du compte ainsi que l'accès à mon espace personnel furent mis en place environ une semaine plus tard.En terme d'utilisation au quotidien, j'utilise principalement l'application mobile que je trouve très pratique. J'y vois mes transactions en quasi temps réel et la navigation est fluide. Pour l'heure, je n'ai pas eu de souci particulier quant à la gestion de mon compte.Étant une offre en ligne, le service client est dématérialisé. Les conseillers sont joignables par téléphone ou par mail. Pour ma part, je n'ai eu recours qu'à la première option. Malheureusement, en fonction des périodes, il peut être très difficile de les joindre (parfois plus de 15 minutes d'attente). Mais, dans l'ensemble, les gestionnaires de comptes sont sympathiques, cordiaux et répondent avec clarté à mes demandes."
1293,Avis AXA #7,"4,0 sur 5 étoiles",(Évaluation de Anonyme le 06/12/2020),"J'ai déjà eu plusieurs fois l'occasion de traiter avec Axa, que ce soit pour la banque ou les assurances.Concernant les services bancaires, il n'y a pas grand chose à redire. La communication se fait assez rapidement avec les agences ou même avec le service clientèle. Les conditions tarifaires sont comme pour tous ces dossiers, soumises évidemment à négociations, mais cela se fait calmement et dans les règles de l'art.Tout peut se faire à distance concernant l'envoi des documents avec des retours rapides et efficaces."
1294,Avis AXA #6,"4,3 sur 5 étoiles",(Évaluation de Anonyme le 02/11/2020),"En 2013 j'ai découvert Axa banque, et comme j'étais déjà assuré pour ma voiture chez ce même assureur, j'ai décidé de tout regrouper en ouvrant un compte en banque.Je me suis rendu dans l'agence Axa de mon village, et j'ai expliqué ma démarche à mon conseiller, agent général de son état, et assureur habituel.Le compte courant a été ouvert en quelques minutes, j'ai du placer une centaine d'euros dessus pour l'apport.Il m'a été remis un carnet de chèques, une carte bancaire et un RIB.L’utilisation au quotidien est similaire à un autre compte bancaire classique. Vous disposez d'un espace personnel sur le web, vous pouvez suivre vos dépenses et arrivées d'argent en temps réel et une appli est disponible sur Smartphone.Seul point négatif : Les chèques sont à envoyer au siège à Paris pour les faire encaisser.Aujourd'hui je ne dispose plus de ce compte et l'ai fait clôturer pour un autre organisme."
1295,Avis AXA #5,"3,7 sur 5 étoiles",(Évaluation de Anonyme le 15/10/2020),"Lorsque j’ai connu cette banque, elle était uniquement une banque directe. Plus tard, a l’issue d’un rachat, elle est devenue AXA banque.Client de cette banque de puis plusieurs années, je n’ai pas connu de problèmes liés au service.A ce niveau, on note un bon fonctionnement des applications et sites. Néanmoins, je constate que le tarif bancaire sur les différentes actions (bourse, frais à l’étranger, et autres services) est trop élevé.Quant à l’assistance clientèle, elle est très réactive. J’ai toujours été satisfait par les conseillés téléphoniques. Le plus intéressant est qu’en cas de perte ou de vol de la carte bancaire, vous recevrez votre nouvelle carte en AR et le nouveau code par courrier. Cela m'est d’ailleurs arrivé successivement deux fois. Par ailleurs, moins de cinq jours, j’ai été satisfait."
1296,Avis AXA #4,"3,5 sur 5 étoiles",(Évaluation de Anonyme le 08/10/2020),"En clair, je suis satisfaite des services proposés par Axa Banque.L'usage que je fais de cette banque en ligne est relativement simple. Néanmoins cette banque en ligne n'est pas forcément plus avantageuse qu'une autre.Le site et l'application sont assez bien conçus, dynamiques et intuitifs, don faciles d'utilisation.Le service client, comme bien souvent, n'est pas irréprochable mais il n'est pas des pires."
1297,Avis AXA #3,"4,5 sur 5 étoiles",(Évaluation de Jeanne le 06/10/2020),"J'ai ouvert un compte chez Axa Banque il y a quelques années. C'était à l'époque la banque en ligne ""Soon"". J'ai ouvert mon compte directement sur l'application, avec un solde pour ouvrir le compte très bas ! Cela est très avantageux pour des jeunes avec de faibles revenus.Lorsque ""Soon"" est redevenu Axa Banque, aucun problème rencontré : le changement a été automatique, je n'ai eu aucune démarche à faire et aucune complication pour gérer mon compte.Le service client est de toute façon joignable depuis l'application directement, et répond dans des délais brefs.L'application est très facile à utiliser, l'interface est instinctive et pratique. Tout se gère depuis l'application, de la gestion des comptes à la commande d'un chéquier ! La livraison de ce dernier est d'ailleurs très rapide, ce qui est appréciable.Des aides sont proposées, comme la création de budgets (vacances, épargne...), pour ceux qui ont du mal à planifier leurs dépenses.Côté sécurité, aucun problème et une grande confiance : je n'ai jamais rencontré de souci avec mes données secrètes, et, si cela arrivait un jour, il est très facile de faire opposition depuis l'application ou de signaler un problème, poser une question, vérifier un paiement.Je recommande !"
